2774	80.000			
2775	80.000			
2776	78.000			
2777	78.000			
2778	75.000			
2779	75.000			
2780	72.000			
2781	70.000			
2782	70.000			
2783	67.000			
2784	67.000			
2785	65.000			
2786	62.000			
2787	62.000			
2788	60.000			
2789	60.000			
2790	58.000			
2791	58.000			
2792	56.000			
2793	55.000			
2794	55.000			
2795	54.000			
2796	54.000			
2797	53.000			
2798	52.000			
2799	52.000			
2800	52.000			
2801	52.000			
2802	52.000			
2803	52.000			
2804	52.000			
2805	51.000			
2806	51.000			
2807	51.000			
2808	51.000			
2809	51.000			
2810	51.000			
2811	51.000			
2812	52.000			
2813	52.000			
2814	52.000			
2815	53.000			
2816	53.000			
2817	54.000			
2818	54.000			
2819	54.000			
2820	54.000			
2821	54.000			
2822	54.000			
2823	54.000			
2824	54.000			
2825	54.000			
2826	53.000			
2827	51.000			
2828	51.000			
2829	50.000			
2830	50.000			
2831	50.000			
2832	50.000			
2833	50.000			
2834	52.000			
2835	52.000			
2836	58.000			
2837	58.000			
2838	67.000			
2839	80.000			
2840	80.000			
2841	96.000			
2842	96.000			
2843	113.000			
2844	129.000			
2845	129.000			
2846	142.000			
2847	142.000			
2848	151.000			
2849	151.000			
2850	156.000			
2851	158.000			
2852	158.000			
2853	157.000			
2854	157.000			
2855	155.000			
2856	152.000			
2857	152.000			
2858	148.000			
2859	148.000			
2860	143.000			
2861	143.000			
2862	139.000			
2863	134.000			
2864	134.000			
2865	129.000			
2866	129.000			
2867	123.000			
2868	117.000			
2869	117.000			
2870	111.000			
2871	111.000			
2872	105.000			
2873	101.000			
2874	101.000			
2875	99.000			
2876	99.000			
2877	98.000			
2878	98.000			
2879	98.000			
2880	98.000			
2881	98.000			
2882	99.000			
2883	99.000			
2884	98.000			
2885	98.000			
2886	98.000			
2887	96.000			
2888	96.000			
2889	94.000			
2890	94.000			
2891	91.000			
2892	88.000			
2893	88.000			
2894	85.000			
2895	85.000			
2896	82.000			
2897	79.000			
2898	79.000			
2899	76.000			
2900	76.000			
2901	73.000			
2902	71.000			
2903	71.000			
2904	69.000			
2905	69.000			
2906	67.000			
2907	67.000			
2908	66.000			
2909	65.000			
2910	65.000			
2911	64.000			
2912	64.000			
2913	64.000			
2914	64.000			
2915	64.000			
2916	64.000			
2917	64.000			
2918	64.000			
2919	64.000			
2920	64.000			
2921	65.000			
2922	65.000			
2923	65.000			
2924	65.000			
2925	66.000			
2926	66.000			
2927	66.000			
2928	67.000			
2929	67.000			
2930	67.000			
2931	66.000			
2932	66.000			
2933	66.000			
2934	66.000			
2935	65.000			
2936	65.000			
2937	64.000			
2938	63.000			
2939	63.000			
2940	62.000			
2941	62.000			
2942	62.000			
2943	62.000			
2944	62.000			
2945	64.000			
2946	64.000			
2947	67.000			
2948	67.000			
2949	74.000			
2950	84.000			
2951	84.000			
2952	96.000			
2953	96.000			
2954	110.000			
2955	124.000			
2956	124.000			
2957	136.000			
2958	136.000			
2959	145.000			
2960	145.000			
2961	150.000			
2962	152.000			
2963	152.000			
2964	152.000			
2965	152.000			
2966	150.000			
2967	147.000			
2968	147.000			
2969	143.000			
2970	143.000			
2971	140.000			
2972	136.000			
2973	136.000			
2974	132.000			
2975	132.000			
2976	128.000			
2977	128.000			
2978	123.000			
2979	117.000			
2980	117.000			
2981	111.000			
2982	111.000			
2983	106.000			
2984	101.000			
2985	101.000			
2986	98.000			
2987	98.000			
2988	97.000			
2989	97.000			
2990	97.000			
2991	97.000			
2992	97.000			
2993	98.000			
2994	98.000			
2995	99.000			
2996	100.000			
2997	100.000			
2998	100.000			
2999	100.000			
3000	99.000			
3001	98.000			
3002	98.000			
3003	96.000			
3004	96.000			
3005	94.000			
3006	94.000			
3007	91.000			
3008	89.000			
3009	89.000			
3010	86.000			
3011	86.000			
3012	84.000			
3013	82.000			
3014	82.000			
3015	80.000			
3016	80.000			
3017	78.000			
3018	78.000			
3019	76.000			
3020	74.000			
3021	74.000			
3022	73.000			
3023	73.000			
3024	71.000			
3025	70.000			
3026	70.000			
3027	68.000			
3028	68.000			
3029	67.000			
3030	66.000			
3031	66.000			
3032	65.000			
3033	65.000			
3034	65.000			
3035	65.000			
3036	65.000			
3037	65.000			
3038	65.000			
3039	66.000			
3040	66.000			
3041	66.000			
3042	67.000			
3043	67.000			
3044	68.000			
3045	68.000			
3046	69.000			
3047	69.000			
3048	70.000			
3049	71.000			
3050	71.000			
3051	71.000			
3052	71.000			
3053	71.000			
3054	71.000			
3055	71.000			
3056	70.000			
3057	70.000			
3058	70.000			
3059	71.000			
3060	71.000			
3061	73.000			
3062	73.000			
3063	77.000			
3064	77.000			
3065	84.000			
3066	94.000			
3067	94.000			
3068	106.000			
3069	106.000			
3070	119.000			
3071	130.000			
3072	130.000			
3073	138.000			
3074	138.000			
3075	144.000			
3076	144.000			
3077	148.000			
3078	148.000			
3079	148.000			
3080	148.000			
3081	148.000			
3082	146.000			
3083	144.000			
3084	144.000			
3085	141.000			
3086	141.000			
3087	138.000			
3088	134.000			
3089	134.000			
3090	131.000			
3091	131.000			
3092	126.000			
3093	126.000			
3094	121.000			
3095	116.000			
3096	116.000			
3097	111.000			
3098	111.000			
3099	107.000			
3100	104.000			
3101	104.000			
3102	103.000			
3103	103.000			
3104	103.000			
3105	103.000			
3106	104.000			
3107	105.000			
3108	105.000			
3109	106.000			
3110	106.000			
3111	107.000			
3112	106.000			
3113	106.000			
3114	105.000			
3115	105.000			
3116	102.000			
3117	102.000			
3118	99.000			
3119	95.000			
3120	95.000			
3121	92.000			
3122	92.000			
3123	89.000			
3124	86.000			
3125	86.000			
3126	84.000			
3127	84.000			
3128	82.000			
3129	80.000			
3130	80.000			
3131	79.000			
3132	79.000			
3133	77.000			
3134	77.000			
3135	76.000			
3136	76.000			
3137	76.000			
3138	75.000			
3139	75.000			
3140	75.000			
3141	74.000			
3142	74.000			
3143	74.000			
3144	74.000			
3145	74.000			
3146	74.000			
3147	73.000			
3148	73.000			
3149	73.000			
3150	72.000			
3151	72.000			
3152	72.000			
3153	72.000			
3154	72.000			
3155	72.000			
3156	72.000			
3157	73.000			
3158	73.000			
3159	73.000			
3160	74.000			
3161	74.000			
3162	75.000			
3163	75.000			
3164	75.000			
3165	75.000			
3166	75.000			
3167	74.000			
3168	74.000			
3169	73.000			
3170	72.000			
3171	72.000			
3172	71.000			
3173	71.000			
3174	71.000			
3175	71.000			
3176	73.000			
3177	77.000			
3178	77.000			
3179	85.000			
3180	85.000			
3181	96.000			
3182	110.000			
3183	110.000			
3184	125.000			
3185	125.000			
3186	140.000			
3187	152.000			
3188	152.000			
3189	161.000			
3190	161.000			
3191	165.000			
3192	165.000			
3193	167.000			
3194	165.000			
3195	165.000			
3196	162.000			
3197	162.000			
3198	158.000			
3199	154.000			
3200	154.000			
3201	150.000			
3202	150.000			
3203	146.000			
3204	146.000			
3205	142.000			
3206	138.000			
3207	138.000			
3208	133.000			
3209	133.000			
3210	127.000			
3211	121.000			
3212	121.000			
3213	116.000			
3214	116.000			
3215	112.000			
3216	110.000			
3217	110.000			
3218	109.000			
3219	109.000			
3220	110.000			
3221	110.000			
3222	111.000			
3223	111.000			
3224	111.000			
3225	111.000			
3226	111.000			
3227	111.000			
3228	109.000			
3229	109.000			
3230	107.000			
3231	107.000			
3232	104.000			
3233	104.000			
3234	101.000			
3235	98.000			
3236	98.000			
3237	94.000			
