3747	76.000			
3748	76.000			
3749	76.000			
3750	77.000			
3751	77.000			
3752	78.000			
3753	79.000			
3754	79.000			
3755	79.000			
3756	79.000			
3757	79.000			
3758	79.000			
3759	79.000			
3760	78.000			
3761	78.000			
3762	77.000			
3763	77.000			
3764	76.000			
3765	74.000			
3766	74.000			
3767	73.000			
3768	73.000			
3769	71.000			
3770	70.000			
3771	70.000			
3772	70.000			
3773	70.000			
3774	69.000			
3775	69.000			
3776	69.000			
3777	68.000			
3778	68.000			
3779	69.000			
3780	69.000			
3781	71.000			
3782	76.000			
3783	76.000			
3784	87.000			
3785	87.000			
3786	103.000			
3787	123.000			
3788	123.000			
3789	143.000			
3790	143.000			
3791	162.000			
3792	162.000			
3793	175.000			
3794	183.000			
3795	183.000			
3796	184.000			
3797	184.000			
3798	181.000			
3799	174.000			
3800	174.000			
3801	164.000			
3802	164.000			
3803	154.000			
3804	145.000			
3805	145.000			
3806	136.000			
3807	136.000			
3808	129.000			
3809	129.000			
3810	124.000			
3811	119.000			
3812	119.000			
3813	115.000			
3814	115.000			
3815	112.000			
3816	110.000			
3817	110.000			
3818	108.000			
3819	108.000			
3820	107.000			
3821	107.000			
3822	108.000			
3823	109.000			
3824	109.000			
3825	111.000			
3826	111.000			
3827	112.000			
3828	113.000			
3829	113.000			
3830	114.000			
3831	114.000			
3832	113.000			
3833	113.000			
3834	112.000			
3835	109.000			
3836	109.000			
3837	106.000			
3838	106.000			
3839	102.000			
3840	98.000			
3841	98.000			
3842	93.000			
3843	93.000			
3844	89.000			
3845	85.000			
3846	85.000			
3847	81.000			
3848	81.000			
3849	78.000			
3850	78.000			
3851	75.000			
3852	73.000			
3853	73.000			
3854	72.000			
3855	72.000			
3856	71.000			
3857	71.000			
3858	71.000			
3859	71.000			
3860	71.000			
3861	72.000			
3862	72.000			
3863	72.000			
3864	73.000			
3865	73.000			
3866	73.000			
3867	73.000			
3868	74.000			
3869	74.000			
3870	74.000			
3871	74.000			
3872	74.000			
3873	75.000			
3874	75.000			
3875	75.000			
3876	75.000			
3877	75.000			
3878	75.000			
3879	75.000			
3880	75.000			
3881	75.000			
3882	75.000			
3883	74.000			
3884	74.000			
3885	73.000			
3886	73.000			
3887	73.000			
3888	72.000			
3889	72.000			
3890	71.000			
3891	71.000			
3892	70.000			
3893	69.000			
3894	69.000			
3895	67.000			
3896	67.000			
3897	66.000			
3898	65.000			
3899	65.000			
3900	63.000			
3901	63.000			
3902	62.000			
3903	62.000			
3904	62.000			
3905	65.000			
3906	65.000			
3907	72.000			
3908	72.000			
3909	84.000			
3910	102.000			
3911	102.000			
3912	123.000			
3913	123.000			
3914	146.000			
3915	166.000			
3916	166.000			
3917	180.000			
3918	180.000			
3919	188.000			
3920	188.000			
3921	190.000			
3922	187.000			
3923	187.000			
3924	179.000			
3925	179.000			
3926	170.000			
3927	159.000			
3928	159.000			
3929	149.000			
3930	149.000			
3931	140.000			
3932	132.000			
3933	132.000			
3934	126.000			
3935	126.000			
3936	121.000			
3937	121.000			
3938	117.000			
3939	114.000			
3940	114.000			
3941	111.000			
3942	111.000			
3943	109.000			
3944	108.000			
3945	108.000			
3946	109.000			
3947	109.000			
3948	111.000			
3949	111.000			
3950	113.000			
3951	116.000			
3952	116.000			
3953	118.000			
3954	118.000			
3955	119.000			
3956	119.000			
3957	119.000			
3958	117.000			
3959	117.000			
3960	114.000			
3961	114.000			
3962	110.000			
3963	105.000			
3964	105.000			
3965	100.000			
3966	100.000			
3967	94.000			
3968	88.000			
3969	88.000			
3970	83.000			
3971	83.000			
3972	79.000			
3973	75.000			
3974	75.000			
3975	73.000			
3976	73.000			
3977	71.000			
3978	71.000			
3979	69.000			
3980	68.000			
3981	68.000			
3982	68.000			
3983	68.000			
3984	68.000			
3985	68.000			
3986	68.000			
3987	68.000			
3988	68.000			
3989	69.000			
3990	69.000			
3991	69.000			
3992	70.000			
3993	70.000			
3994	71.000			
3995	71.000			
3996	72.000			
3997	72.000			
3998	72.000			
3999	73.000			
4000	73.000			
4001	73.000			
4002	74.000			
4003	74.000			
4004	74.000			
4005	74.000			
4006	74.000			
4007	74.000			
4008	74.000			
4009	74.000			
4010	74.000			
4011	73.000			
4012	73.000			
4013	73.000			
