R,G,B
143.26788604726448,131.8150696018129,129.04775008093233
143.1655875687925,131.82041113629006,129.1411460019424
143.33109420524443,131.86937520233084,129.11144383295564
143.262787309809,131.8965684687601,129.20670119779865
143.22847199741017,131.7865814179346,129.01667206215603
143.2056490773713,131.8302848818388,129.15425704111362
143.37908708319844,131.91146001942377,129.1563612819683
143.25194237617353,131.87253156361282,129.20937196503723
143.30657170605375,131.7974263515701,129.06911621884106
143.15045322110714,131.70233085140822,129.0602136613791
143.25469407575267,131.72175461314342,128.99983813531887
143.2819682745225,131.81539333117513,129.17805114923922
143.32866623502753,131.78544836516673,129.07898996438976
143.28140174813856,131.8200874069278,129.17845581094204
143.25590806086112,131.72005503399157,128.99376820977662
143.09007769504694,131.63718031725477,128.9907737131758
143.34242473292326,131.7894949821949,129.06320815797991
143.23268047911947,131.76270637746845,129.11249595338296
143.35723535124635,131.77792165749435,129.0764810618323
143.1752185173195,131.6838782777598,129.05382000647458
143.2160084169634,131.6373421819359,128.92562317902232
143.25882162512139,131.76335383619295,129.1437358368404
143.35853026869538,131.78164454516025,129.07866623502753
143.31871155713824,131.81223696989318,129.19852703140174
143.3796536095824,131.8123988345743,129.1102298478472
143.1867109096795,131.70354483651667,129.08384590482356
143.24991906765945,131.69124312075104,128.99724830042084
143.22847199741017,131.75542246681775,129.12067011977987
143.36719002913566,131.79734541922952,129.10359339592102
143.27306571706055,131.7945127873098,129.17627063774685
143.22175461314342,131.6607316283587,128.98826481061832
143.05940433797346,131.55009711880868,128.962932988022
143.19545160246034,131.57834250566526,128.9168824862415
143.15822272580124,131.59582389122693,129.01108773065718
143.25331822596308,131.60359339592102,128.9320977662674
143.07073486565233,131.50987374554873,128.9208481709291
143.0912916801554,131.45540628034962,128.77889284558108
143.16922952411784,131.59881838782778,129.01748138556167
143.26448688896082,131.6203463904176,128.93930074457754
143.18242149562965,131.62075105212043,129.0262220783425
143.18412107478147,131.53803820006473,128.87981547426352
143.05932340563288,131.4726448688896,128.8948688896083
143.23632243444482,131.56587892521853,128.9087083198446
143.15992230495306,131.57664292651344,128.9883457429589
143.2616542570411,131.57866623502753,128.9259469083846
143.16461638070572,131.58853998057623,129.00898348980252
143.18047911945612,131.50679831660733,128.84137261249595
