R,G,B
120.97376898297284,111.78547323209081,112.47453597177481
120.83448381653628,111.76606841540114,112.50766988801963
120.83317993557294,111.69872679858874,112.35166436570026
120.70072096947385,111.65585212455898,112.40780794600398
120.91003221352969,111.7731247123792,112.44976223347139
120.83302653781254,111.78232857800276,112.53489799048934
120.92100015339776,111.81438870992484,112.49746893695352
120.87620800736309,111.85036048473692,112.64588127013346
120.91478754410186,111.81691977297132,112.52492713606381
120.79260622794907,111.78915477834023,112.57646878355575
120.98673109372604,111.90351280871299,112.61297745052923
120.92590888173032,111.93618653167664,112.73086362939101
121.02600092038656,111.95467096180396,112.66942782635374
120.93158459886486,111.94500690289922,112.74750728639361
120.98166896763307,111.9409418622488,112.66306181929744
120.86493327197422,111.91248657769597,112.73147722043258
120.94216904433195,111.88080994017487,112.58927749654855
120.83640128854118,111.8213683080227,112.63406964258321
120.92276422764228,111.80924988495168,112.5293756711152
120.8593342537199,111.81392851664366,112.63913176867618
120.90918852584753,111.79030526154318,112.52224267525695
120.84115661911336,111.79352661451142,112.60484736922841
120.97445927289462,111.85534591194968,112.56902899217671
120.90389630311398,111.89177788004295,112.69795980978678
120.98611750268446,111.90013805798435,112.61581530909649
120.82696732627704,111.85189446234085,112.655468630158
120.90865163368615,111.83233624789078,112.53811934345758
120.81569259088818,111.82704402515724,112.63307255714066
120.8446080687222,111.79782175180242,112.51848443012732
120.79122564810554,111.82474305875134,112.62156772511122
120.82804111059978,111.7794140205553,112.50452523393159
120.64043564963951,111.69021322288694,112.48174566651326
120.7456665132689,111.71483356342998,112.41095260009205
120.8004295137291,111.84790612057064,112.64312011044639
120.93948458352509,111.90819144040498,112.63713759779107
120.91931277803344,111.97361558521246,112.78516643657002
120.9853505138825,111.96387482742752,112.67962877741985
120.73791992636907,111.78539653321062,112.60001533977604
120.68829575088203,111.63406964258321,112.36930510814543
120.70302193587973,111.69450836017793,112.51219512195122
120.83701487958275,111.73393158459886,112.47507286393619
120.65477834023623,111.66336861481822,112.49279030526154
120.7162141432735,111.65078999846602,112.40259242215063
120.60760852891548,111.62862402208928,112.44592728946158
120.59288234391778,111.5567571713453,112.29544408651634
120.61044638748274,111.67119190059825,112.50184077312471
120.70693357876975,111.6912103083295,112.43035741678172
120.65700260776192,111.72526461113668,112.54640282251879
120.78447614664826,111.77757324743058,112.50306795520785
120.63690750115049,111.73676944316612,112.5419542874674
120.5272281024697,111.59756097560975,112.32167510354348
120.43772050928057,111.61213376284707,112.44262923761313
120.26422764227642,111.41777880042952,112.159763767449
119.94209234545175,111.23393158459886,112.05852124558982
120.03236692744287,111.25287620800736,111.98757478140818
119.98565730940328,111.29084215370456,112.11006289308176
120.08199110292989,111.31691977297132,112.05936493327198
120.03428439944777,111.38142353121644,112.18614818223654
120.13790458659304,111.40995551464948,112.1302346985734
120.08314158613284,111.44784476146648,112.26568492100016
120.05836784782942,111.31078386255561,112.05522319374137
119.79153244362632,111.11190366620647,111.92146034667894
119.88088663905506,111.09924835097408,111.8422304034361
119.93741371375978,111.20892774965486,112.04509894155545
119.99746893695352,111.21253259702408,111.95758551925142
119.96985734008284,111.26545482435957,112.09901825433349
120.05238533517411,111.25579076545482,111.98542721276269
119.9245283018868,111.22073937720509,112.0292222733548
120.10377358490567,111.34192360791532,112.07301733394692
120.09203865623562,111.4181622948305,112.23692284092652
120.19703942322442,111.45306028531984,112.1825433348673
120.16451909802117,111.49256020862096,112.30694891854579
120.14204632612363,111.40328271207241,112.12471237919927
119.98634759932504,111.33762847062432,112.14120263844148
120.21053842613898,111.48159226875288,112.20118116275502
120.13959196195735,111.50291455744747,112.30756250958736
120.1573861021629,111.46970394232244,112.1786316919773
120.11320754716981,111.51794753796595,112.31638288080994
120.04532903819604,111.39269826660531,112.09756097560975
119.78010431047707,111.22833256634453,111.9895689522933
119.98450682620033,111.3530449455438,112.04678631691978
119.89637981285473,111.3634759932505,112.14181622948306
119.9391010891241,111.35450222426752,112.04601932811781
119.82290228562663,111.33747507286394,112.10269980058291
119.79160914250652,111.24812087743518,111.92053996011659
119.5985580610523,111.15209387942936,111.8948458352508
119.64680165669581,111.10346678938488,111.7795674183157
119.53443779720816,111.03305721736463,111.78393925448688
119.6051541647492,110.99401748734468,111.68146955054456
119.41586132842461,110.89499923301119,111.65577542567878
119.49202331645958,110.87651480288388,111.54134069642583
119.4348059518331,110.87022549470778,111.60262310170272
119.43963798128547,110.82067801810093,111.46180395766221
119.38180702561742,110.85396533210616,111.56143580303727
119.54870378892468,110.93564963951526,111.58567264917932
119.38050314465409,110.87797208160761,111.59886485657309
119.49010584445467,110.88840312931431,111.53067955207854
119.43449915631231,110.90328271207241,111.61044638748274
119.6070716367541,111.02254947077773,111.6699647185151
119.68860254640282,111.1617579383341,111.90312931431201
119.95927289461574,111.35680319067342,112.01556987267986
119.90190213222887,111.38487498082527,112.12755023776653
120.04847369228409,111.45750882037122,112.13997545635834
120.13422304034361,111.61834637214297,112.38625556066881
120.23623255100476,111.66559288234392,112.3508206780181
120.22978984506827,111.72633839545942,112.51403589507593
120.34782942169045,111.78286547016414,112.48182236539347
120.2291762540267,111.77281791685841,112.55192514189292
120.31622948304955,111.77128393925449,112.49953980671881
120.25164902592422,111.81270133456051,112.62440558367848
120.36224881116736,111.85020708697652,112.58199110292989
120.27642276422765,111.83225954901059,112.65424144807486
120.48665439484583,111.91961957355423,112.69788311090657
120.52354655622028,111.96356803190673,112.83969934038963
120.66321521705783,112.00966405890475,112.8235925755484
120.84054302807179,112.24505292222733,113.21460346678938
120.95950299125633,112.28271207240374,113.20194815155699
120.91731860714833,112.323439177788,113.3404663291916
121.02623101702716,112.35664979291302,113.2938334100322
120.86876821598405,112.30986347599325,113.3258168430741
120.92176714219973,112.29030526154318,113.23791992636907
120.87666820064427,112.35419542874673,113.40443319527535
120.89530602853198,112.30725571406657,113.2646878355576
120.83471391317687,112.3089430894309,113.3403129314312
120.92337781868385,112.3108605614358,113.26591501764074
120.83954594262924,112.32044792146034,113.33471391317687
120.87935266145114,112.2959809786777,113.21943549624176
120.92422150636601,112.42744285933425,113.42636907501151
120.98435342843995,112.43887099248352,113.37068568798895
120.92184384107992,112.46517870839085,113.47208160760853
120.99731553919312,112.46456511734928,113.38817303267372
120.9053535818377,112.45720202485043,113.46579229943242
120.97537965945698,112.45942629237614,113.3782788771284
120.93035741678172,112.50736309249885,113.50176407424452
121.04272127626936,112.54249117962878,113.44884184690903
120.95068262003375,112.55752416014727,113.54241448074858
121.00437183617119,112.53113974535972,113.42153704555913
120.87076238686915,112.4769136370609,113.42767295597484
120.92943703021936,112.44930204019022,113.33954594262924
120.84759932504986,112.42759625709465,113.40044485350514
120.9055069795981,112.36178861788618,113.26537812547937
120.84545175640436,112.34560515416474,113.32903819604233
120.8569565884338,112.28746740297592,113.17103850283786
120.6449608835711,112.16037735849056,113.13061819297438
120.71168890934193,112.14442399140972,113.02393005062126
120.67901518637828,112.18446080687222,113.15984046632919
120.71514035895076,112.15569872679859,113.05315232397606
120.61405123485197,112.12632305568339,113.12294830495475
120.61635220125787,112.03673876361405,112.94761466482589
120.33548090197883,111.83502070869766,112.82182850130388
120.36209541340696,111.80012271820831,112.7057830955668
120.3172265684921,111.8319527534898,112.84192360791532
120.34092652247277,111.7794140205553,112.69565884338088
120.22350053689216,111.76852277956742,112.7460500076699
120.2500383494401,111.71974229176254,112.60484736922841
120.12655315232398,111.68200644270594,112.64450069028992
120.33655468630158,111.83701487958275,112.72610829881884
120.31998772817917,111.91156619113362,112.88057984353428
120.40021475686456,111.93411566191133,112.7959809786777
120.44876514802884,112.0590581377512,113.0019174720049
120.53029605767756,112.05614358030373,112.90934192360791
120.39653321061512,112.04341156619114,112.96103696886026
120.65730940328271,112.20846755637368,113.06971928209848
120.51127473538887,112.13989875747814,113.10193281178096
120.53098634759932,112.04931737996625,112.93173799662524
120.46740297591656,112.02784169351128,112.98650099708544
120.49087283325663,111.96402822518792,112.83954594262924
120.29245283018868,111.87444393311857,112.81523239760699
120.46157386102163,111.95244669427827,112.8087896916705
120.3612517257248,111.94485350513882,112.88725264611136
120.49240681086056,112.01833103236693,112.873830342077
120.39868077926062,112.01840773124712,112.94838165362786
120.36608375517717,111.90021475686456,112.74497622334714
120.22411412793373,111.8528915477834,112.76668200644271
120.37421383647799,111.92867004141739,112.77051695045252
120.33770516950453,111.98189906427366,112.89783709157847
120.48657769596564,112.0524620340543,112.89599631845375
