R,G,B
83.71391369047619,75.64166666666667,73.81488095238095
83.67269345238095,75.68459821428571,73.93511904761905
83.79241071428571,75.72864583333333,73.89761904761905
83.74561011904763,75.7485119047619,74.0032738095238
83.82760416666666,75.76376488095238,73.94188988095237
83.70372023809524,75.71212797619047,73.95483630952381
83.73065476190476,75.67775297619048,73.85111607142858
83.73028273809524,75.74293154761905,74.0046875
83.84761904761905,75.78526785714286,73.97879464285714
83.77373511904761,75.78779761904762,74.04799107142857
83.89025297619048,75.8327380952381,74.01599702380952
83.76912202380953,75.77857142857142,74.03363095238095
83.84114583333333,75.77358630952381,73.95104166666667
83.74151785714285,75.76004464285714,74.01688988095238
83.89799107142858,75.8422619047619,74.03385416666667
83.82872023809524,75.85029761904762,74.11272321428571
83.9405505952381,75.88697916666666,74.08608630952381
83.82284226190477,75.85736607142857,74.12678571428572
83.87924107142857,75.84129464285714,74.04107142857143
83.77008928571429,75.82641369047619,74.07916666666667
83.92931547619048,75.89337797619048,74.0780505952381
83.81741071428571,75.85133928571429,74.11205357142858
83.90178571428571,75.84032738095237,74.03958333333334
83.73080357142857,75.75572916666667,74.03407738095238
83.78303571428572,75.72596726190476,73.94188988095237
83.68683035714285,75.68377976190476,73.95654761904763
83.8015625,75.73191964285714,73.95416666666667
83.7140625,75.72046130952381,74.00037202380952
83.82671130952382,75.75498511904762,73.97619047619048
83.74300595238095,75.75342261904763,74.02983630952382
83.79918154761904,75.7280505952381,73.94017857142858
83.70111607142857,75.69739583333333,73.99337797619047
83.82172619047618,75.76034226190477,73.975
83.74114583333333,75.75491071428571,74.03028273809524
83.89397321428571,75.82202380952381,74.0343005952381
83.8139880952381,75.81473214285714,74.09761904761905
83.81309523809524,75.75513392857142,73.97157738095238
83.71145833333334,75.71934523809524,73.99866071428572
83.8750744047619,75.8157738095238,74.02611607142858
83.78720238095238,75.8139880952381,74.08355654761905
83.92299107142857,75.85513392857143,74.06785714285714
83.81495535714286,75.84144345238096,74.11339285714286
83.88363095238095,75.80632440476191,74.01130952380953
83.76830357142858,75.78236607142857,74.06770833333333
83.87470238095239,75.82730654761905,74.02827380952381
83.79769345238095,75.83221726190476,74.1093005952381
83.8953125,75.85967261904761,74.05714285714286
83.78563988095237,75.84806547619047,74.1061011904762
83.7264880952381,75.70483630952381,73.90572916666666
83.65096726190477,75.68043154761905,73.97053571428572
83.77678571428571,75.71034226190476,73.93177083333333
83.70505952380952,75.71532738095237,74.00491071428571
83.77470238095238,75.71026785714285,73.93563988095238
83.69032738095238,75.71108630952381,73.99933035714285
83.73489583333334,75.66540178571428,73.88854166666667
83.6515625,75.66019345238095,73.95029761904762
83.73095238095237,75.67686011904762,73.89017857142858
